,property_id,location_id,page_url,property_type,price,price_in_lac,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,date_added,agency,agent,Total_Area
162995,17322622,616,https://www.zameen.com/Property/islamabad_b_17_7_marla_house_newly_constructed-17322622-616-1.html,House,14000000,140,B-17,Islamabad,Islamabad Capital,33.68064,72.822189,6,For Sale,4,7/16/2019,Jumeirah World Real Estate,Bilal Paracha,1905.757
162997,17322680,383,https://www.zameen.com/Property/islamabad_bahria_town_house_is_available_for_sale-17322680-383-1.html,House,22500000,225,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,4,For Sale,4,7/16/2019,Landmark Associates & Builders,Hassan Ahmed,3811.514
163000,17323269,343,https://www.zameen.com/Property/islamabad_e_7_so_beautiful_house_is_available_for_sale-17323269-343-1.html,House,145000000,1450,E-7,Islamabad,Islamabad Capital,33.727409,73.047581,8,For Sale,7,7/17/2019,,,59895
163001,17323309,3394,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_4_3_marla_structure_for_sale-17323309-3394-1.html,House,3000000,30,Ghauri Town,Islamabad,Islamabad Capital,33.62303493,73.13437666,2,For Sale,2,7/17/2019,Saiban Enterprises,Mehmood Rafiq,816.753
163002,17323343,3151,https://www.zameen.com/Property/cbr_town_phase_1_others_12_marla_brand_new_double_story_house_for_sale_in_cbr_town_phase_1_islamabad-17323343-3151-1.html,House,24500000,245,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,6,For Sale,6,7/17/2019,Kashmir Corporation,Obaid Ahmed,3267.012
163003,17323478,1378,https://www.zameen.com/Property/islamabad_pakistan_town_pakistan_phase_1_triple_story_10_marla_very_stylish_and_solid_built_home_for_sale-17323478-1378-1.html,House,22500000,225,Pakistan Town,Islamabad,Islamabad Capital,33.575405,73.143325,8,For Sale,7,7/17/2019,Awais Enterprises,Awais Akhtar,2722.51
163007,17323682,329,https://www.zameen.com/Property/islamabad_e_11_e_11_4_beautiful_house_available-17323682-329-1.html,House,42500000,425,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,6,For Sale,6,7/17/2019,Pak Land Property,Naveed Iqbal,27497.351
163008,17323683,329,https://www.zameen.com/Property/islamabad_e_11_e_11_2_beautiful_house_available-17323683-329-1.html,House,32500000,325,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,6,For Sale,4,7/17/2019,Pak Land Property,Naveed Iqbal,2178.008
163009,17323692,329,https://www.zameen.com/Property/islamabad_e_11_e_11_1_beautiful_house_available-17323692-329-1.html,House,28000000,280,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,7,For Sale,5,7/17/2019,Pak Land Property,Naveed Iqbal,2178.008
163218,17324743,3377,https://www.zameen.com/Property/g_8_g_8_2_g8_2_25_50_big_street_double_story_house_for_urgent_sale-17324743-3377-1.html,House,20000000,200,G-8,Islamabad,Islamabad Capital,33.698065,73.044612,3,For Sale,3,7/17/2019,National Enterprise,Salahuddin,1361.255
163219,17325042,3377,https://www.zameen.com/Property/g_8_g_8_2_g8_2_25_60_good_condition_double_story_house_for_urgent_sale-17325042-3377-1.html,House,22500000,225,G-8,Islamabad,Islamabad Capital,33.698065,73.044612,4,For Sale,4,7/17/2019,National Enterprise,Salahuddin,1633.506
163221,17325186,3377,https://www.zameen.com/Property/g_8_g_8_2_g8_2__pindi_face_6_marla_renovated_double_story__house_for_urgent_sale-17325186-3377-1.html,House,25000000,250,G-8,Islamabad,Islamabad Capital,33.698065,73.044612,5,For Sale,4,7/17/2019,National Enterprise,Salahuddin,1633.506
163222,17325389,3377,https://www.zameen.com/Property/g_8_g_8_2_g8_2_30_70_liveable_house_cda_transfer_for_urgent_sale_investors_price-17325389-3377-1.html,House,28000000,280,G-8,Islamabad,Islamabad Capital,33.698065,73.044612,4,For Sale,4,7/17/2019,National Enterprise,Salahuddin,2450.259
163488,17326497,335,https://www.zameen.com/Property/islamabad_f_17_the_best_house_for_living_purpose-17326497-335-1.html,House,29500000,295,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,8,For Sale,7,7/18/2019,Skyline,Zaid,5445
163489,17326546,335,https://www.zameen.com/Property/islamabad_f_17_here_is_a_good_opportunity_to_live_in_a_well_built_house-17326546-335-1.html,House,29900000,299,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,8,For Sale,7,7/18/2019,Skyline,Zaid,5445
163490,17326596,335,https://www.zameen.com/Property/islamabad_f_17_well_built_house_available_in_good_location-17326596-335-1.html,House,29700000,297,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,8,For Sale,7,7/18/2019,Skyline,Zaid,5445
163491,17326636,335,https://www.zameen.com/Property/islamabad_f_17_a_beautifully_built_house_at_good_location-17326636-335-1.html,House,29800000,298,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,8,For Sale,7,7/18/2019,Skyline,Zaid,5445
163492,17326701,335,https://www.zameen.com/Property/islamabad_f_17_great_opportunity_for_you_to_have_the_property_of_your_choice-17326701-335-1.html,House,30000000,300,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,8,For Sale,7,7/18/2019,Skyline,Zaid,5445
163493,17326749,335,https://www.zameen.com/Property/islamabad_f_17_the_best_house_for_living_purpose-17326749-335-1.html,House,22000000,220,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,7,For Sale,6,7/18/2019,Skyline,Zaid,3811.514
163494,17326792,335,https://www.zameen.com/Property/islamabad_f_17_here_is_a_good_opportunity_to_live_in_a_well_built_house-17326792-335-1.html,House,22200000,222,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,7,For Sale,6,7/18/2019,Skyline,Zaid,3811.514
163495,17326824,335,https://www.zameen.com/Property/islamabad_f_17_well_built_house_available_in_good_location-17326824-335-1.html,House,22600000,226,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,7,For Sale,6,7/18/2019,Skyline,Zaid,3811.514
163496,17326829,3365,https://www.zameen.com/Property/g_6_g_6_4_livable_house_is_available_for_sale_reasonable_price-17326829-3365-1.html,House,65000000,650,G-6,Islamabad,Islamabad Capital,33.712738,73.092127,9,For Sale,9,7/18/2019,,,59895
163497,17326861,335,https://www.zameen.com/Property/islamabad_f_17_a_beautifully_built_house_at_good_location-17326861-335-1.html,House,22000000,220,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,7,For Sale,6,7/18/2019,Skyline,Zaid,3811.514
163498,17326923,335,https://www.zameen.com/Property/islamabad_f_17_great_opportunity_for_you_to_have_the_property_of_your_choice-17326923-335-1.html,House,22500000,225,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,7,For Sale,6,7/18/2019,Skyline,Zaid,3811.514
163499,17326957,335,https://www.zameen.com/Property/islamabad_f_17_the_best_house_for_living_purpose-17326957-335-1.html,House,18500000,185,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,7,For Sale,6,7/18/2019,Skyline,Zaid,3267.012
163500,17326999,335,https://www.zameen.com/Property/islamabad_f_17_the_best_house_for_living_purpose-17326999-335-1.html,House,18200000,182,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,7,For Sale,6,7/18/2019,Skyline,Zaid,3267.012
163501,17327035,335,https://www.zameen.com/Property/islamabad_f_17_here_is_a_good_opportunity_to_live_in_a_well_built_house-17327035-335-1.html,House,17800000,178,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,7,For Sale,6,7/18/2019,Skyline,Zaid,3267.012
163502,17327062,335,https://www.zameen.com/Property/islamabad_f_17_well_built_house_available_in_good_location-17327062-335-1.html,House,17500000,175,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,7,For Sale,6,7/18/2019,Skyline,Zaid,3267.012
163503,17327069,424,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_house_for_sale-17327069-424-1.html,House,7000000,70,PWD Housing Scheme,Islamabad,Islamabad Capital,33.570792,73.145256,2,For Sale,2,7/17/2019,Kashmir Corporation,Muhammad  hassam,1361.255
163504,17327092,335,https://www.zameen.com/Property/islamabad_f_17_a_beautifully_built_house_at_good_location-17327092-335-1.html,House,18000000,180,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,7,For Sale,6,7/18/2019,Skyline,Zaid,3267.012
163505,17327116,335,https://www.zameen.com/Property/islamabad_f_17_the_best_house_for_living_purpose-17327116-335-1.html,House,14400000,144,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,7,For Sale,6,7/18/2019,Skyline,Zaid,2178.008
163506,17327156,335,https://www.zameen.com/Property/islamabad_f_17_here_is_a_good_opportunity_to_live_in_a_well_built_house-17327156-335-1.html,House,14100000,141,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,7,For Sale,6,7/18/2019,Skyline,Zaid,2178.008
163507,17327199,335,https://www.zameen.com/Property/islamabad_f_17_well_built_house_available_in_good_location-17327199-335-1.html,House,14600000,146,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,7,For Sale,6,7/18/2019,Skyline,Zaid,2178.008
163508,17327280,335,https://www.zameen.com/Property/islamabad_f_17_a_beautifully_built_house_at_good_location-17327280-335-1.html,House,14200000,142,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,7,For Sale,6,7/18/2019,Skyline,Zaid,2178.008
163509,17327383,335,https://www.zameen.com/Property/islamabad_f_17_the_best_house_for_living_purpose-17327383-335-1.html,House,14500000,145,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,7,For Sale,6,7/18/2019,Skyline,Zaid,2178.008
163717,17328300,338,https://www.zameen.com/Property/islamabad_soan_garden_4_marlla_new_single_story-17328300-338-1.html,House,6300000,63,Soan Garden,Islamabad,Islamabad Capital,33.564427,73.157101,3,For Sale,2,7/17/2019,Asia Real Estate & Builders,Mirza karam shehzad,1089.004
163721,17328358,338,https://www.zameen.com/Property/islamabad_soan_garden_house_for_sale-17328358-338-1.html,House,7000000,70,Soan Garden,Islamabad,Islamabad Capital,33.564427,73.157101,2,For Sale,2,7/17/2019,Kashmir Corporation,Muhammad  hassam,1361.255
163727,17329199,764,https://www.zameen.com/Property/islamabad_g_15_brand_new_double_storey_house_is_available_for_sale_in_g_15_1_islamabad-17329199-764-1.html,House,19500000,195,G-15,Islamabad,Islamabad Capital,33.631486,72.926559,6,For Sale,4,7/17/2019,Abdul Basit Associates,Muhammad Abdul Saboor,2178.008
163910,17330684,11972,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_sector_b1_5_marla_designer_house_back_open_with_amazing_view_for_sale_direct_owner_advertisement-17330684-11972-1.html,House,15000000,150,Bahria Town,Islamabad,Islamabad Capital,33.698472,73.223812,4,For Sale,4,7/17/2019,,,1361.255
163914,17330832,3226,https://www.zameen.com/Property/dha_valley_dha_homes_5_marla_house-17330832-3226-1.html,House,3100000,31,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,2,For Sale,2,7/17/2019,Salaar Estate,Shehzad,1361.255
164142,17332197,9014,https://www.zameen.com/Property/islamabad_islamabad_expressway_bahira_town_phase3_house_mo__st_no69_size_10_marla_new_one_rs235lac-17332197-9014-1.html,House,23500000,235,Islamabad Expressway,Islamabad,Islamabad Capital,33.632166,73.111507,6,For Sale,5,7/17/2019,,,29675.359
164149,17332288,3346,https://www.zameen.com/Property/g_14_g_14_4_g_14_4_brand_new_double_storey_house_for_sale-17332288-3346-1.html,House,22500000,225,G-14,Islamabad,Islamabad Capital,33.641955,72.952859,5,For Sale,5,7/17/2019,Shaheen Enterprises,Mr. Imran Tanoli,18240.817
164397,17332589,10933,https://www.zameen.com/Property/islamabad_park_view_city_park_view_city_mayfair_villas_2_kamal_villas_available_for_sale_on_easy_instalment_of_two_years-17332589-10933-1.html,House,80000000,800,Park View City,Islamabad,Islamabad Capital,33.720586,73.222006,8,For Sale,7,7/17/2019,Azan Enterprises,Aon Muhammad chachar,10890
164403,17332732,8370,https://www.zameen.com/Property/islamabad_emaar_canyon_views_22_marla_4_beds_house_for_sale-17332732-8370-1.html,House,37500000,375,Emaar Canyon Views,Islamabad,Islamabad Capital,33.518929,73.184692,5,For Sale,4,7/18/2019,,,59895
164404,17332774,329,https://www.zameen.com/Property/islamabad_e_11_e_11_triple_storey_corner_house_for_sale-17332774-329-1.html,House,80000000,800,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,8,For Sale,8,7/17/2019,Gujjar Property House,Waseem,5445
164405,17332796,10933,https://www.zameen.com/Property/islamabad_park_view_city_park_view_city_mayfair_villas_10_marla_villas_available_for_sale_on_easy_2_years_instalment_plan-17332796-10933-1.html,House,27500000,275,Park View City,Islamabad,Islamabad Capital,33.720586,73.222006,5,For Sale,5,7/17/2019,Azan Enterprises,Aon Muhammad chachar,2722.51
164406,17332955,3238,https://www.zameen.com/Property/e_11_e_11_3_e_11_3_500_square_yards_triple_storey_house_for_sale-17332955-3238-1.html,House,100000000,1000,E-11,Islamabad,Islamabad Capital,33.704599,72.978702,8,For Sale,8,7/17/2019,Gujjar Property House,Waseem,5445
164407,17332962,10933,https://www.zameen.com/Property/islamabad_park_view_city_park_view_citymayfair_villas01_kamal_villas_available_for_sale_on_easy_instalment_of_two_years-17332962-10933-1.html,House,40000000,400,Park View City,Islamabad,Islamabad Capital,33.720586,73.222006,5,For Sale,5,7/17/2019,Azan Enterprises,Aon Muhammad chachar,5445
164409,17333231,168,https://www.zameen.com/Property/islamabad_g_11_g_11_40x80_single_storey_house_for_sale-17333231-168-1.html,House,42500000,425,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,3,For Sale,3,7/17/2019,Gujjar Property House,shahroz akram,38659.642
164661,17334015,3198,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_c_1_kanal_house_for_sale_in_sector_c_block_pahse_2-17334015-3198-1.html,House,32500000,325,DHA Defence,Islamabad,Islamabad Capital,33.526227,73.152981,5,For Sale,5,7/17/2019,Barkaat Associates,Lt Col R Barkaat,5445
164915,17335203,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_valley_islamabad-17335203-3226-1.html,House,7500000,75,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,4,For Sale,3,7/17/2019,Al Muhammad Associates,Muhammad Dilpazeer,2178.008
164916,17335284,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_valley_islamabad-17335284-3226-1.html,House,6200000,62,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,4,For Sale,3,7/17/2019,Al Muhammad Associates,Muhammad Dilpazeer,2178.008
164917,17335387,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_valley_islamabad-17335387-3226-1.html,House,4500000,45,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,4,For Sale,3,7/17/2019,Al Muhammad Associates,Muhammad Dilpazeer,2178.008
164919,17335543,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_valley_islamabad-17335543-3226-1.html,House,3600000,36,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,2,For Sale,2,7/17/2019,Al Muhammad Associates,Muhammad Dilpazeer,1361.255
164921,17335755,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_valley_islamabad-17335755-3226-1.html,House,2800000,28,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,2,For Sale,2,7/17/2019,Al Muhammad Associates,Muhammad Dilpazeer,1361.255
164922,17335876,3226,https://www.zameen.com/Property/dha_valley_dha_homes_dha_valley_islamabad-17335876-3226-1.html,House,2300000,23,DHA Defence,Islamabad,Islamabad Capital,33.492591,73.301339,2,For Sale,2,7/17/2019,Al Muhammad Associates,Muhammad Dilpazeer,1361.255
164923,17336004,3202,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_g_one_knal_house_for_sale-17336004-3202-1.html,House,45000000,450,DHA Defence,Islamabad,Islamabad Capital,33.528374,73.171864,8,For Sale,6,7/17/2019,Zia Noor Real Estate,Ch. Muhammad Wali,5445
164924,17336073,8527,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_block_f_5_marla_luxury_villas_for_sale_on_easy_installments_in_b_17_islamabad-17336073-8527-1.html,House,10000000,100,B-17,Islamabad,Islamabad Capital,33.678426,72.809387,4,For Sale,3,7/17/2019,Cloud Villas,Atif Mustafa Khan,1361.255
165096,17336257,3203,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_h_one_knal_beautiful_house_for_sale-17336257-3203-1.html,House,50000000,500,DHA Defence,Islamabad,Islamabad Capital,33.522649,73.169804,7,For Sale,6,7/17/2019,Zia Noor Real Estate,Ch. Muhammad Wali,5445
165097,17336495,383,https://www.zameen.com/Property/islamabad_bahria_town_newly_constructed_double_story_house_with_size_of_25_x_45_ali_block_safari_valley_phase_8_bahria_townislamabad-17336495-383-1.html,House,10800000,108,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,3,For Sale,3,7/17/2019,Roshan Marketing & Sales,Shoaib Zamir,1361.255
165098,17336497,1407,https://www.zameen.com/Property/islamabad_burma_town_2_5_marla_house_for_sale-17336497-1407-1.html,House,3000000,30,Burma Town,Islamabad,Islamabad Capital,33.643635,73.125243,1,For Sale,2,7/18/2019,,,6806.275
165101,17336956,168,https://www.zameen.com/Property/islamabad_g_11_30x70_praper_conner_brand_new_house_available_for_sale-17336956-168-1.html,House,37000000,370,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,5,For Sale,6,7/17/2019,Mezan Enterprises,Malik Ali Raza,2450.259
165102,17337007,168,https://www.zameen.com/Property/islamabad_g_11_sun_facing_brand_new_house_available_for_sale_prime_location-17337007-168-1.html,House,37000000,370,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,6,For Sale,5,7/17/2019,Mezan Enterprises,Malik Ali Raza,1905.757
165103,17337084,168,https://www.zameen.com/Property/islamabad_g_11_25x50_brand_new_house_conner_available_for_sale_prime_location_responsible_price-17337084-168-1.html,House,26000000,260,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,4,For Sale,4,7/17/2019,Mezan Enterprises,Malik Ali Raza,1361.255
165373,17337311,383,https://www.zameen.com/Property/islamabad_bahria_town_10xmarla_brand_new_house_in_bahria_town_phase3-17337311-383-1.html,House,22000000,220,Bahria Town,Islamabad,Islamabad Capital,33.55083727,73.10628891,5,For Sale,5,7/17/2019,Awan Properties,Syed Imran Abbas Naqvi,2722.51
165374,17337571,329,https://www.zameen.com/Property/islamabad_e_11_house_for_sale_-17337571-329-1.html,House,23000000,230,E-11,Islamabad,Islamabad Capital,33.69813538,72.97821808,5,For Sale,4,7/17/2019,HA Real Estate,"Muhammad Ayaz Khan, Hazrat Khattak",1633.506
165387,17338350,3200,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_e_luxurious_1_kanal_owner_made_house_for_sale_in_dha_phase_2-17338350-3200-1.html,House,50000000,500,DHA Defence,Islamabad,Islamabad Capital,33.532523,73.163452,8,For Sale,6,7/17/2019,Asasa Estate & Builders,M Adeel,5445
165637,17338634,160,https://www.zameen.com/Property/islamabad_d_12_brand_new_house_for_sale-17338634-160-1.html,House,17500000,175,D-12,Islamabad,Islamabad Capital,33.701636,72.948532,3,For Sale,3,7/17/2019,Qureshi Realtors & Builders,Mashaid A Qureshi,11979.044
165644,17339078,1421,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_house_for_sale_in_jinnah_garden-17339078-1421-1.html,House,10500000,105,FECHS,Islamabad,Islamabad Capital,33.572008,73.174596,5,For Sale,5,7/17/2019,Property Lounge Consultants,Danish Kamal,1905.757
